player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Vinny Curry,7061,ED,PHI,17,5,0,100,2,0,24,62.3,79.7,59.3,81.7,62.6,72.8,9,30,0,7,4.3,1,0,2,93.8,2,5,0,0,5,415,415,1,64,297,53,0,0,275,135,0,18,17,2,44,0,13,2,6.5
Casey Hayward Jr.,7064,CB,LAC,16,3,0,56.3,1,0,27,83,83,88.8,,72.7,59.2,0,0,2,38,13.9,5,5,4,97.8,27,0,32,884,544,944,21,0,0,21,0,1,923,0,400,6,9,28,48,0,5,363,68,13.4
Trumaine Johnson,7067,CB,NYJ,7,1,0,76,0,0,22,50.3,53,29.5,56.3,73.4,87.4,0,0,1,29,0,0,1,4,103.8,19,0,28,260,195,314,6,0,0,6,0,0,308,2,117,20,8,23,25,0,1,250,72,13.2
Olivier Vernon,7074,ED,CLV,10,2,0,100,0,1,8,71.9,80.4,89.7,75.7,68.6,34.6,7,24,0,-1,21.4,6,0,0,79.2,1,4,9,0,17,508,499,0,20,454,25,0,9,265,226,0,17,20,1,35,0,-1,0,-1
Demario Davis,7079,LB,NO,17,17,2,75,1,0,20,88.3,90.3,54.5,82.5,82.1,89.4,6,20,1,23,4.8,6,9,4,87.4,57,4,800,8,529,1063,168,0,0,168,0,1,895,176,358,86,59,103,76,30,2,356,241,6.2
Tyrone Crawford,7083,DI,DAL,4,1,0,,0,0,9,61.9,53.4,81.2,58.8,44.1,27.1,1,1,0,,33.3,1,0,0,0,0,1,0,0,1,90,90,0,62,25,3,0,0,64,25,0,2,1,0,3,0,0,0,
Mohamed Sanu,7084,WR,NE,1,0,0,,1,0,19,60,62.5,64.1,,,,0,0,0,,,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Akiem Hicks,7090,DI,CHI,5,0,0,,0,0,6,55.5,76.7,83.4,63.3,81.6,30,4,5,0,,10,1,0,0,0,0,1,3,1,2,191,187,12,116,12,47,0,4,131,58,0,8,9,0,10,0,0,0,
Nigel Bradham,7105,LB,PHI,13,15,0,81.4,0,0,24,73.2,64.6,85.9,56.9,48.3,42.5,1,7,1,25,14.5,10,3,0,88,35,0,669,3,471,776,49,0,0,49,0,23,727,64,241,32,20,44,43,8,0,320,134,9.1
Kyle Wilber,7113,LB,OAK,8,2,1,0,0,0,23,74.7,60,0,54.7,58,74.9,0,2,0,,0,0,1,1,39.6,0,0,35,3,17,66,20,0,0,20,0,0,46,17,32,8,0,1,2,2,0,0,0,
Coty Sensabaugh,7115,CB,WAS,5,1,0,72.7,0,0,32,52.2,50.9,80.9,49,51.8,82.2,0,0,0,31,0,0,0,1,135.8,8,0,16,21,92,152,4,0,0,4,0,4,148,6,54,107,2,9,11,0,1,113,32,14.1
Mike Daniels,7132,DI,DET,9,4,0,,0,0,11,60,70.1,83.4,66.3,65.1,58.8,1,11,0,,7.7,1,0,0,0,0,1,0,0,0,203,203,29,122,11,41,0,0,125,78,0,9,8,0,13,0,0,0,
Tahir Whitehead,7135,LB,OAK,16,21,0,81.4,1,0,23,38.9,53.2,62.6,57.6,72.7,68.7,1,6,0,47,8.2,9,0,2,150.4,48,0,777,5,517,941,62,0,0,62,0,4,879,37,387,93,27,80,59,7,7,626,311,13
Najee Goode,7137,LB,JAX,7,5,0,75,0,0,15,47.5,39,79.7,68.1,34.1,27.7,0,3,0,21,29.4,10,2,0,109.4,18,1,267,5,155,295,10,0,0,10,0,1,285,9,131,12,5,19,24,4,1,178,144,9.9
Jack Crawford,7151,DI,ATL,16,5,1,50,0,0,2,67.1,49.6,53.3,53.7,45.5,67.5,3,10,0,7,8,2,2,2,58.3,1,1,1,0,9,431,430,9,232,15,174,0,1,262,160,0,12,18,2,14,0,7,1,7
Danny Trevathan,7177,LB,CHI,9,20,0,87.5,0,1,6,50.3,61.9,51.5,77.3,70.9,72,3,6,0,33,7.5,6,0,1,111.7,35,1,521,4,307,559,15,0,0,15,0,1,544,43,209,17,31,54,40,10,1,352,266,10.1
Nate Ebner,7193,S,NE,1,0,0,,0,0,19,60,62.4,61.5,,,,0,0,0,,,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Nate Stupar,7214,LB,NYG,2,0,0,100,0,0,21,28.3,27.7,73.9,58.9,48.4,26.5,0,0,0,23,40,2,0,0,116.7,5,0,34,0,17,36,1,0,0,1,0,0,35,1,18,1,2,3,5,0,0,60,38,12
Rodney McLeod,7271,S,PHI,17,14,0,50,0,2,24,71.9,67.2,68.7,64.1,54.2,55,0,7,2,31,17.4,15,4,1,49.3,16,1,189,6,677,1073,72,0,0,72,0,662,1001,34,362,144,21,57,32,8,1,163,57,10.2
Michael Thomas,7279,S,NYG,16,7,0,82.6,0,0,21,65.7,56.4,34.7,46.2,42,65.5,0,1,0,28,9.8,4,3,1,130.1,19,0,128,10,192,302,38,0,0,38,0,49,264,20,90,77,11,30,23,1,2,190,80,10
Vontaze Burfict,7280,LB,OAK,4,5,0,69.2,0,0,23,66.3,62.2,0,79.2,53.2,31.4,0,0,0,24,25,7,1,1,79.6,9,0,168,0,94,191,4,0,0,4,0,4,187,16,81,15,10,16,13,0,0,62,55,6.9
Tashaun Gipson Sr.,7288,S,HST,14,3,0,73.1,0,0,13,64.5,59.5,61.4,50.5,49.2,51.1,3,2,3,44,16.4,9,4,2,66.5,19,0,267,36,543,868,49,0,0,49,0,389,819,18,307,127,10,43,26,5,0,269,118,14.2
L.J. Fort,7292,LB,BLT,12,7,0,77.8,0,0,3,67.6,73.5,0,84.8,66.6,58.9,0,8,0,23,11.1,3,2,2,98.1,14,2,228,5,118,270,21,0,0,21,0,0,249,47,105,15,12,17,18,10,0,136,116,9.7
Damon Harrison Sr.,7355,DI,DET,15,14,3,,0,0,11,63,63.2,59.4,55.2,66.7,29.9,0,4,0,,15.5,9,0,2,0,0,2,0,0,0,527,527,298,226,0,3,0,0,255,272,0,27,35,0,6,0,0,0,
Julian Stanford,7372,LB,BUF,1,3,0,100,0,0,4,75.9,66.6,76.9,63.8,46.5,39.3,0,1,0,5,20,1,0,0,87.5,1,0,47,0,28,57,5,0,0,5,0,0,52,6,23,5,1,1,1,1,0,5,1,5
Johnson Bademosi,7374,CB,NO,4,0,0,66.7,0,0,20,68.2,68.9,80.3,,63.9,76.3,0,0,0,15,0,0,0,0,82.6,2,0,4,17,21,32,2,0,0,2,0,0,30,0,11,8,1,3,3,0,0,18,11,9
Brandon Bolden,7469,HB,NE,1,0,0,,0,0,19,,60,66.7,60,,,0,0,0,,,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
Jamize Olawale,7572,FB,DAL,1,0,0,,0,0,9,,60,60,60,,,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
Harrison Smith,7641,S,MIN,17,21,1,66.7,0,1,18,91,88.4,89.7,63.1,67.4,68.6,1,5,3,24,10.4,12,6,2,47.8,24,0,321,24,643,1094,104,0,0,104,0,531,990,38,413,113,24,82,36,6,0,215,85,9
Malik Jackson,7647,DI,PHI,1,0,0,,0,0,24,,53.7,75.7,59.9,50.5,66.8,0,1,0,,,0,0,0,0,0,0,0,0,0,32,32,0,20,2,10,0,0,21,11,0,0,0,0,1,0,0,0,
Josh Norman,7649,CB,WAS,11,5,0,69.6,1,1,32,43.4,45.7,23.8,,64.7,58.7,0,0,1,51,12.8,6,4,5,133.3,32,0,40,516,339,603,3,0,0,3,0,0,600,0,264,44,8,36,46,0,8,472,98,14.8
Justin Bethel,7654,CB,NE,5,0,0,50,0,0,19,52.5,52.9,73.8,,60,27,0,0,0,29,50,1,0,0,95.8,1,0,4,13,19,20,0,0,0,0,0,0,20,0,1,3,0,1,2,0,0,29,0,29
Neiko Thorpe,7716,CB,SEA,5,0,0,75,0,0,29,56.1,58.9,75.6,,65.7,77.6,0,0,0,13,0,0,0,0,96.9,3,0,0,19,16,22,1,0,0,1,0,0,21,0,6,2,2,4,4,0,0,31,5,10.3
Dion Jordan,7785,ED,OAK,7,0,1,,0,0,23,66.3,65.3,19,66.7,63.4,28.3,0,10,0,,50,2,0,2,0,0,3,5,0,2,173,168,0,15,81,72,0,5,125,46,0,3,2,0,13,0,0,0,
Barkevious Mingo,7787,ED,HST,10,0,0,0,0,0,13,69.4,48,0,57,51.7,69.9,2,3,0,,0,0,0,2,39.6,0,0,21,0,13,86,62,0,0,62,0,0,24,33,40,0,0,1,1,5,0,0,0,
Tavon Austin,7789,WR,DAL,1,0,0,,0,0,9,60.7,70.2,60,,,,0,0,0,,,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
D.J. Hayden,7793,CB,JAX,15,5,0,61,0,1,15,77.9,76.9,85.1,82.7,52.2,81,3,2,0,31,7.3,3,4,2,74.2,25,2,51,43,400,647,8,0,0,8,0,4,639,40,207,541,18,33,41,7,0,210,110,8.4
Sheldon Richardson,7794,DI,CLV,16,15,2,0,1,3,8,69.7,73.9,32,66.5,74.9,48,4,29,0,,8.6,6,0,6,39.6,0,4,2,0,12,774,772,31,537,96,108,0,2,447,315,0,34,49,1,37,0,0,0,
Star Lotulelei,7795,DI,BUF,17,7,1,,0,0,4,60.2,58.6,73.5,53.5,61.5,26.3,1,8,1,,30,9,0,1,0,0,2,0,0,0,516,515,70,395,0,50,0,1,279,237,0,12,14,0,11,0,0,0,
Kenny Vaccaro,7796,S,TEN,19,18,1,63.9,2,0,31,53.5,60.9,56.9,79.6,68.8,78.7,6,5,2,43,8.9,9,3,4,87.6,39,1,573,53,770,1285,101,0,0,101,0,402,1184,71,444,156,25,74,61,12,3,432,155,11.1
Eric Reid,7799,S,CAR,16,20,0,78.9,0,1,5,36.1,46.6,86.1,72.3,57.4,66.3,1,5,0,37,8.9,12,5,2,148.1,45,4,494,15,621,1094,96,0,0,96,0,295,998,47,426,193,37,103,57,10,7,573,244,12.7
Desmond Trufant,7803,CB,ATL,9,3,0,67.6,0,0,2,70.3,70.2,85.4,,63.6,32.7,0,0,4,55,22.7,5,2,0,106.3,23,0,39,435,302,521,5,0,0,5,0,2,516,0,219,40,3,14,34,0,5,390,133,17
Xavier Rhodes,7806,CB,MIN,17,5,0,83.5,2,2,18,45.3,47.9,43.2,,66.2,76.7,0,0,0,60,8.3,7,6,10,131.1,66,0,50,816,558,908,7,0,0,7,0,1,901,0,350,34,20,72,79,0,5,822,233,12.5
Sylvester Williams,7809,DI,LAC,5,2,0,,0,0,27,60,66.9,80.8,65.2,62.6,43.7,0,1,0,,14.3,1,0,0,0,0,0,0,0,0,63,63,43,20,0,0,0,0,31,32,0,1,4,0,1,0,0,0,
Alec Ogletree,7811,LB,NYG,13,15,1,86.5,0,1,21,55,55.6,63.2,76.7,50,49.5,3,9,1,42,13.5,12,3,3,116.3,45,2,767,0,418,850,48,0,0,48,0,1,802,83,349,34,27,62,52,14,4,399,244,8.9
Johnathan Cyprien,7814,S,ATL,5,0,0,0,0,0,2,41.3,43.2,73.9,59.4,65.6,79,0,0,0,,0,0,0,1,39.6,0,0,22,0,26,39,1,0,0,1,0,13,38,1,12,3,1,4,1,0,0,0,0,
Darius Slay,7817,CB,DET,14,3,0,58.3,1,0,11,56.9,56.4,88.8,,48.5,70.4,0,1,2,44,8.5,4,8,7,86.9,49,0,29,678,523,858,7,0,0,7,0,4,851,0,335,140,7,40,84,1,3,689,130,14.1
Manti Te'o,7819,LB,NO,2,0,0,,0,0,20,66.6,49.7,74.7,52.6,44.6,48.1,1,0,0,,16.7,1,0,0,0,0,0,33,0,14,34,1,0,0,1,0,0,33,4,16,0,1,5,0,1,0,0,0,
Tank Carradine,7821,DI,MIA,1,2,0,,0,0,17,60.1,64.8,76.7,61.4,62.3,70.1,0,1,0,,0,0,0,0,0,0,0,0,0,1,30,30,0,16,12,2,0,0,10,19,0,2,1,0,1,0,0,0,
Kawann Short,7825,DI,CAR,2,0,0,,0,0,5,,73.6,79.8,74.3,64.4,71.5,3,1,0,,0,0,0,0,0,0,0,0,0,0,76,76,17,43,4,12,0,0,38,38,0,3,4,0,4,0,0,0,
Kevin Minter,7826,LB,TB,10,3,0,80,0,0,30,57.2,65.2,23.3,74.3,68.4,58.7,1,11,0,41,15.6,5,1,1,105.6,16,0,254,0,146,275,6,0,0,6,0,1,269,56,73,13,16,24,20,12,0,187,86,11.7
Kiko Alonso,7827,LB,NO,13,6,0,63.2,0,0,20,69.2,69.5,82.3,60.4,65.2,67.7,2,5,0,14,11.1,4,1,0,72.3,12,0,254,0,156,296,29,0,0,29,0,1,267,49,91,12,15,26,19,7,0,80,31,6.7
Johnathan Hankins,7830,DI,OAK,16,15,1,,2,0,23,55,63.7,27,59.5,70.2,29.9,6,14,0,,13.5,7,0,6,0,0,2,1,0,1,670,668,308,336,0,24,0,2,348,321,1,25,30,0,22,0,0,0,
Jon Bostic,7831,LB,WAS,16,24,0,78.8,0,0,32,63.7,55.9,64.7,56.2,48.4,72.7,4,6,1,40,9.6,11,1,1,107.2,52,1,960,3,535,1031,28,0,0,28,0,8,1003,58,438,32,40,79,66,11,3,502,284,9.7
Jamie Collins Sr.,7833,LB,NE,17,17,2,78.8,0,3,19,70.5,72.3,90.8,76.8,57.4,39,4,21,3,25,18.8,16,2,0,55.8,26,8,439,11,354,846,337,0,0,337,0,5,509,193,299,54,41,52,33,33,0,214,169,8.2
Margus Hunt,7834,DI,IND,16,3,0,100,0,0,14,55.6,51,57,51.3,56.8,27.7,1,6,0,11,17.4,4,0,2,108.3,2,0,0,1,8,451,449,29,373,0,47,0,2,236,207,0,10,16,2,7,0,20,13,10
Jamar Taylor,7835,CB,ATL,11,0,0,66.7,1,0,2,44.3,42.4,83.1,41.7,49.1,61.4,0,1,0,26,13,3,3,3,97.2,28,0,6,10,178,215,2,0,0,2,0,1,213,20,17,195,3,20,42,1,1,319,152,11.4
D.J. Swearinger Sr.,7838,S,NO,9,6,0,68,0,0,20,42,52.1,81.9,58.3,72.8,60.7,2,2,0,69,13.2,7,2,0,146.3,17,0,173,10,261,484,42,0,0,42,0,202,442,20,203,57,8,40,25,4,4,288,152,16.9
Travis Kelce,7844,TE,KC,1,0,0,,2,0,16,60,60,62.9,,,,0,0,0,,,0,0,9,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Tyrann Mathieu,7850,S,KC,19,9,1,66.7,1,0,16,82,75.4,56.7,59.2,59.9,61.8,1,5,4,26,11.9,13,9,4,69.7,64,2,388,31,761,1277,92,0,0,92,0,205,1185,56,460,561,25,87,96,8,2,517,299,8.1
Blidi Wreh-Wilson,7851,CB,ATL,12,3,0,51.4,0,0,2,64,64.4,83.8,,61.4,50.7,0,0,0,42,16.1,5,6,1,95.2,18,0,22,268,237,336,1,0,0,1,0,0,335,0,99,44,5,23,35,0,2,262,99,14.6
Damontre Moore,7862,ED,SF,2,0,0,,0,1,28,77.2,75,12.1,71.2,55.7,34.7,1,6,0,,16.7,1,0,1,0,0,0,0,0,0,55,55,0,1,53,1,0,0,37,18,0,4,5,0,7,0,0,0,
John Jenkins,7863,DI,MIA,16,8,1,,0,0,17,58.7,70.7,86.7,70.3,65.1,54,1,10,0,,9.5,4,0,0,0,0,1,2,0,2,480,478,158,280,3,37,0,2,204,274,0,21,30,0,12,0,0,0,
Logan Ryan,7864,CB,TEN,19,30,0,68.7,4,3,31,60,63,72.1,78.6,62.6,63.6,3,7,5,63,13.1,20,12,11,95.3,92,5,180,243,813,1321,21,0,0,21,0,22,1300,54,454,855,44,103,134,15,7,1098,472,11.9
Shawn Williams,7865,S,CIN,16,12,0,72.3,0,0,7,51,54.5,82.2,57.3,58.8,42.3,3,4,1,49,17.8,23,2,0,99.2,34,1,639,41,509,1002,53,0,0,53,0,172,949,54,439,97,35,94,47,8,1,435,173,12.8
Kayvon Webster,7871,CB,WAS,2,0,0,70,1,0,32,65,61,79.3,,39.3,53.8,0,0,0,51,14.3,1,2,1,145.8,7,0,2,91,61,97,0,0,0,0,0,1,97,0,36,3,1,6,10,0,1,150,106,21.4
Duron Harmon,7872,S,NE,17,4,1,55.6,0,0,19,75.9,74.4,86.3,58.9,65,55.3,2,2,3,29,15.6,5,2,0,33.8,5,0,137,14,458,702,14,0,0,14,0,511,688,26,218,26,4,23,9,4,0,54,9,10.8
Brandon Williams,7875,DI,BLT,15,16,0,,0,0,3,54.3,64.8,61.9,57.2,70.1,64.6,6,8,0,,4.8,2,0,3,0,0,1,3,0,4,568,565,120,420,0,25,0,3,330,234,0,14,24,0,15,0,0,0,
Akeem Spence,7882,DI,JAX,15,3,0,100,0,0,15,56,49.2,18,52.5,58.3,48.4,1,4,0,26,11.1,2,0,4,118.8,1,0,0,0,4,369,369,29,294,0,46,0,0,179,186,0,8,13,1,5,0,26,12,26
Alex Okafor,7885,ED,KC,10,5,1,75,1,0,16,66.8,48.2,73.8,54.2,39.6,73.6,4,12,0,7,11.1,2,0,2,83.3,3,5,14,0,28,421,404,1,1,385,17,0,17,248,145,3,11,11,4,21,0,18,1,6
B.W. Webb,7896,CB,CIN,15,4,0,60.3,1,0,7,54.5,55.7,63.5,46.4,64,65,0,1,1,79,5,2,2,6,113.3,38,0,64,562,498,834,16,0,0,16,0,1,818,8,328,191,5,34,63,1,4,702,282,18.5
William Gholston,7908,DI,TB,16,9,2,,0,0,30,60.4,69.3,72.9,64.9,67,69.4,6,12,0,,6.7,3,0,1,0,0,2,2,0,0,493,490,30,210,91,159,0,3,273,220,0,26,33,0,20,0,0,0,
John Simon,7911,ED,NE,17,11,2,50,0,1,19,89.6,73,72.2,61.6,68.8,67.9,4,16,1,1,8.7,4,1,1,56.3,1,4,11,0,34,533,514,0,0,514,0,0,19,248,251,8,22,31,2,24,1,1,0,1
A.J. Klein,7930,LB,NO,16,12,1,81.5,2,1,20,43.5,45.7,67.7,65.8,47.5,49.2,2,8,1,35,13.9,11,0,3,119.5,44,3,640,3,426,827,136,0,0,136,0,4,691,93,308,44,33,56,54,13,4,465,233,10.6
Micah Hyde,7941,S,BUF,17,16,0,66.7,0,2,4,79.4,77.7,88.3,54.3,71.5,77.5,1,3,1,34,10.6,9,1,0,86.8,22,0,284,7,643,1036,40,0,0,40,0,551,996,15,378,153,15,60,33,4,1,251,113,11.4
Kenjon Barner,7963,HB,ATL,2,0,0,,0,0,2,65.7,68.3,62.9,,,,0,0,0,,,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,
Rex Burkhead,7971,HB,NE,1,0,0,,1,0,19,,60,65,60,,,0,0,0,,,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
Stacy McGee,7987,DI,CAR,4,0,0,,0,0,5,,53.4,81.8,69.2,44.5,70.2,0,2,0,,0,0,0,0,0,0,1,2,0,0,93,91,44,46,0,1,0,2,39,54,0,1,1,0,3,0,0,0,
Vince Williams,7988,LB,PIT,14,13,0,93.8,0,0,25,69.8,76.2,42.7,78.4,69.5,63.3,7,9,0,21,13.5,7,1,1,111.7,15,3,325,2,138,397,31,0,0,31,0,0,366,56,203,39,25,32,16,19,1,93,38,6.2
Jordan Poyer,8000,S,BUF,17,27,0,78.3,0,3,4,70.2,74,86.4,63.4,76.7,73.7,0,5,2,61,8.3,10,0,1,112.8,18,1,381,18,623,1044,65,0,0,65,0,501,979,37,384,78,31,83,23,6,4,236,85,13.1
Nick Williams,8006,DI,CHI,16,11,2,,0,0,6,64.2,67.7,60.6,62.6,67.8,65,3,12,0,,5.4,2,0,2,0,0,6,2,0,3,532,529,151,308,9,61,0,3,292,237,0,26,24,0,21,0,0,0,
Kemal Ishmael,8026,S,ATL,11,9,0,82.4,0,1,2,45.2,54.3,81.1,66.4,66.5,59.8,0,2,0,30,11.1,5,0,0,122.3,14,0,152,11,131,282,42,0,0,42,0,32,240,5,146,44,14,31,17,2,1,147,50,10.5
Damion Square,8042,DI,LAC,16,8,1,0,1,0,27,85.9,63.1,72,55.5,60.2,51.7,2,3,0,,6.7,2,1,1,39.6,0,0,0,0,2,402,402,225,139,21,17,0,0,194,206,0,12,20,1,5,0,0,0,
Daren Bates,8077,LB,TEN,5,1,0,100,0,0,31,36.7,40.1,71.4,58.2,65.1,38.5,0,0,0,15,0,0,0,0,118.8,1,0,10,0,6,13,0,0,0,0,0,0,13,2,5,1,1,1,1,0,0,15,14,15
Ezekiel Ansah,8094,ED,SEA,12,2,2,0,1,2,29,83,56,36.9,56.4,46.6,35.8,6,13,0,,23.8,5,1,3,39.6,0,3,1,0,22,350,348,0,3,319,26,0,2,253,75,1,10,14,3,22,0,0,0,
Rontez Miles,8102,S,NYJ,5,0,0,,0,0,22,70.8,72.4,71.9,58.4,60,77.2,0,0,0,,0,0,0,0,0,0,0,7,0,15,19,2,0,0,2,0,9,17,1,3,1,0,2,0,0,0,0,0,
A.J. Bouye,8110,CB,JAX,14,5,0,65,2,0,15,55.4,58.4,88.7,,67.6,69,0,0,1,65,9,6,7,5,103.8,52,0,58,791,562,931,16,0,0,16,0,8,915,0,369,58,10,56,80,0,3,772,298,14.8
Jahleel Addae,8117,LB,HST,17,10,0,73.3,0,0,13,63,62.7,50.6,51.6,65.8,64.3,0,6,2,52,10,5,1,3,83.9,22,0,194,20,351,549,24,0,0,24,0,239,525,28,170,72,12,35,30,6,1,269,131,12.2
Lerentee McCray,8159,ED,JAX,8,1,0,0,0,0,15,67.2,67.1,81.3,56.7,66.7,74.3,0,2,0,,0,0,0,0,39.6,0,0,7,0,1,61,54,0,0,54,0,0,7,42,18,0,3,3,1,2,0,0,0,
Abry Jones,8177,DI,JAX,16,3,0,100,0,0,15,65.4,61.8,87.7,56.6,60.4,60.1,1,12,0,7,7.1,2,0,1,95.8,1,3,1,0,0,558,557,105,431,0,21,0,1,288,270,0,17,23,1,16,0,7,10,7
Benson Mayowa,8196,ED,OAK,15,2,0,100,0,3,23,50.7,60.1,18.5,70.2,63,65.1,4,18,0,21,16.7,1,0,4,118.8,3,8,1,0,11,302,301,0,1,292,8,0,1,252,39,0,8,3,3,30,0,47,25,15.7
Bradley McDougald,8220,S,SEA,17,5,1,64.9,0,1,29,62.6,62.8,87.3,72.7,56.8,51.9,1,3,2,58,16.3,16,4,3,88,37,2,290,33,667,1068,114,0,0,114,0,462,954,22,379,169,29,77,57,6,2,475,252,12.8
Will Compton,8308,LB,OAK,9,11,0,94.1,0,0,23,50.8,64.3,82.2,48.6,79.5,65,0,1,0,24,7.1,3,0,0,107.6,16,0,220,0,126,245,4,0,0,4,0,3,241,8,111,18,13,28,17,1,0,167,107,10.4
Rashaan Melvin,8334,CB,DET,13,4,1,63.8,1,0,11,47.2,55.3,87.8,79.9,82,86.3,0,2,0,47,2.9,2,6,4,110.6,51,0,88,604,558,870,33,0,0,33,0,2,837,8,304,143,15,62,80,2,4,743,173,14.6
Tony Jefferson,8361,S,BLT,5,3,0,58.3,0,0,3,48.9,53.1,80.2,53.2,68.9,44.1,0,1,0,59,21.7,5,2,2,130.6,7,0,126,5,178,281,19,0,0,19,0,91,262,16,87,40,3,15,12,1,1,169,105,24.1
Brandon Copeland,8378,LB,NYJ,12,6,0,87.5,0,0,22,43.3,58.6,86.2,64.4,69.4,36,2,3,0,61,20.5,9,0,0,148.2,14,2,205,0,121,336,115,0,0,115,0,5,221,57,158,10,22,29,16,7,3,161,109,11.5
Jeff Heath,8396,S,DAL,13,12,0,70.5,0,0,9,68.9,67.9,85.7,61.8,60.4,87.4,2,4,0,25,3.3,2,6,2,106.6,31,0,188,28,452,719,69,0,0,69,0,285,650,22,245,149,15,47,44,6,2,324,165,10.5
Chris Banjo,8419,S,ARZ,6,1,0,100,0,0,1,57.4,56.9,82.3,57.1,58.4,32.1,0,0,0,16,28.6,2,0,0,109.7,3,0,27,0,23,43,4,0,0,4,0,1,39,2,18,10,1,4,3,0,0,31,9,10.3
Cody Davis,8458,S,JAX,8,2,0,0,0,0,15,67.9,71.7,79.2,,62.6,85,0,0,0,,0,0,1,0,39.6,0,0,3,0,60,67,0,0,0,0,0,60,67,0,7,4,1,3,2,0,0,0,0,
Jordan Dangerfield,8468,S,PIT,6,0,0,,0,0,25,,85.6,99,68,73.9,73.3,1,0,0,,0,0,0,0,0,0,0,3,0,0,9,2,0,0,2,0,1,7,1,8,1,1,1,0,1,0,0,0,
Brynden Trawick,8471,ED,BLT,5,0,0,,0,0,3,64.5,64.9,74.7,58.4,60.5,71.4,0,0,0,,0,0,0,0,0,0,0,3,0,6,14,7,0,0,7,0,3,7,1,7,0,0,1,0,0,0,0,0,
Nickell Robey-Coleman,8483,CB,LA,16,4,0,62.9,0,2,26,74.1,74.5,85.7,73.1,65.4,60.3,0,2,0,27,14,6,5,2,84.2,39,0,35,69,521,708,8,0,0,8,0,2,700,4,183,594,11,33,62,2,1,362,176,9.3
Wes Horton,8484,DI,CAR,6,2,0,,1,0,5,,31.1,36.4,49.7,33.7,29.5,1,3,0,,37.5,3,0,1,0,0,0,0,0,0,117,117,1,51,37,28,0,0,53,64,0,1,3,0,4,0,0,0,
LaRoy Reynolds,8500,LB,CIN,7,0,1,100,0,0,7,44,37.3,76.9,57.2,41.6,45.7,1,3,0,9,33.3,1,0,0,132.6,3,0,31,1,17,43,9,0,0,9,0,0,34,11,15,2,0,2,3,4,1,19,16,6.3
Deon Lacey,8512,LB,MIA,4,0,0,,0,0,17,60.3,48.3,66,58.5,60,,0,0,0,,,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,
Mike Purcell,8530,DI,DEN,13,14,0,,0,0,10,56.7,78.4,23.9,48.9,91,29.1,2,7,0,,16.4,10,0,4,0,0,0,0,0,1,416,415,205,209,0,1,0,1,209,206,0,29,37,0,9,0,0,0,
Jadeveon Clowney,8636,ED,SEA,15,6,2,66.7,0,3,29,87.5,80.8,0,76.7,77.4,32.4,11,43,1,4,23.9,11,0,12,30.6,2,4,14,0,23,712,698,0,9,657,32,0,14,482,207,0,29,29,3,58,0,6,7,3
Khalil Mack,8640,ED,CHI,16,6,2,100,1,4,6,57.4,86.2,60.7,81.3,83.5,50.5,7,54,0,14,21.6,11,1,4,103.5,6,9,5,0,56,925,910,0,0,904,6,0,15,531,338,9,34,34,6,70,0,53,49,8.8
Anthony Barr,8644,LB,MIN,16,15,1,81,2,2,18,52,56.3,54.3,61,61.8,68.3,7,13,1,45,8.7,9,2,4,105,64,2,754,10,540,1053,175,0,0,175,0,14,878,120,393,99,41,79,79,22,3,586,405,9.2
Aaron Donald,8648,DI,LA,16,8,2,,1,2,26,70.7,93.6,54.8,92.8,90.2,43.3,13,53,0,,17.5,7,0,4,0,0,14,6,0,1,926,920,4,493,83,340,0,6,576,349,0,32,25,0,80,0,0,0,
